Обява от:,Location,Вид на имота:,Квадратура:,Вид строителство:,Година на строителство:,Степен на завършеност:,Номер на етажа:,Етаж:,Асансьор,price,До ключ,Обзаведен,ТЕЦ,Портиер/Охрана,Газифициран,Локално отопление,Необзаведен,Панорама планина,Саниран,Гараж/Паркомясто,След ремонт,Замяна/Бартер,Лизинг,Камина,Ипотекиран
http://suprimmo.alo.bg,"Овча Купел, град София, област  София
			",Двустаен апартамент,63.62 кв.м,Тухла,,,6 етаж,,,73163,,,,,,,1.0,,,,,,,,
http://arsenal-estate.alo.bg,"Манастирски Ливади, град София, област  София, (Виж Манастирски Ливади на картата)
",Тристаен апартамент,162 кв.м,Тухла,2008 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,1.0,236000,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,,
,"Илиянци, град София, област  София
			",Многостаен апартамент,120 кв.м,Тухла,,Готов (завършен),1 етаж,,,129000,,,,,,,,,,,,,,,
,"Лозенец, град София, област  София
			",Двустаен апартамент,64 кв.м,Тухла,,Готов (завършен),1 етаж,,,129000,,,,,,,,,,,,,,,
,"Център, град София, област  София
			",Тристаен апартамент,118 кв.м,Тухла,,Готов (завършен),1 етаж,,,310000,,,,,,,,,,,,,,,
http://obb_sofia.alo.bg,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Тристаен апартамент,96 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,,1.0,102000,,,,,,,,,,,,,,,
http://obb_sofia.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Многостаен апартамент,163 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,277000,,,1.0,,,,,,,,,,,,
http://imotivasilev.alo.bg,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Двустаен апартамент,73 кв.м,Тухла,2018 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,,1.0,125000,,,,,,,,,,,1.0,,,,
http://imotivasilev.alo.bg,"Дружба 1, град София, област  София, (Виж Дружба 1 на картата)
",Едностаен апартамент,40 кв.м,Тухла,2009 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,,,55000,,,,,,,,,,,,,,,
http://imotivasilev.alo.bg,"Бояна, град София, област  София, (Виж Бояна на картата)
",Двустаен апартамент,46 кв.м,Тухла,2010 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,,1.0,77500,,,1.0,,,,,,,,,,,,
http://gl_propertie.alo.bg,"Драгалевци, град София, област  София, (Виж Драгалевци на картата)
",Тристаен апартамент,90 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,1.0,204000,,1.0,,,,1.0,,,1.0,,,,,,
http://gl_propertie.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Многостаен апартамент,165 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,1.0,272000,,1.0,,,,1.0,,,1.0,,,,,,
,"Триъгълника, град София, област  София, (Виж Триъгълника на картата)
",Двустаен апартамент,78 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),В строеж,2 етаж,Първи жилищен,1.0,93276,1.0,,,,,,,,1.0,,,,,,
,"Сердика, град София, област  София, (Виж Сердика на картата)
",Тристаен апартамент,75 кв.м,ЕПК/ПК,,Готов (завършен),16 етаж,Непоследен,1.0,114000,,,1.0,,,,,,,,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Многостаен апартамент,173 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,1.0,284658,,,,,,,,,,1.0,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Двустаен апартамент,74 кв.м,ЕПК/ПК,,Готов (завършен),3 етаж,Непоследен,1.0,121935,,,,,,,,,,,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Тристаен апартамент,157 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,1.0,258819,,,,,,,,,,1.0,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Двустаен апартамент,118 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,1.0,194617,,,,,,,,,,,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Двустаен апартамент,111 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,1.0,183975,,,,,,,,,,,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Тристаен апартамент,142 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,1.0,234646,,,,,,,,,,,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Двустаен апартамент,108 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,1.0,178827,,,,,,,,,,,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Многостаен апартамент,215 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,1.0,355542,,,,,,,,,,1.0,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Тристаен апартамент,125 кв.м,ЕПК/ПК,,Готов (завършен),3 етаж,Непоследен,1.0,205623,,,,,,,,,,1.0,,,,,
,"Надежда 2, град София, област  София, (Виж Надежда 2 на картата)
",Двустаен апартамент,55 кв.м,Тухла,,В строеж,2 етаж,Непоследен,1.0,72000,,,,,,,,,,,,,,,
,"Надежда 2, град София, област  София, (Виж Надежда 2 на картата)
",Тристаен апартамент,91 кв.м,Тухла,,В строеж,6 етаж,Последен етаж,1.0,120000,,,,,,,,,,,,,,,
,"Надежда 2, град София, област  София, (Виж Надежда 2 на картата)
",Едностаен апартамент,39 кв.м,Тухла,,В строеж,2 етаж,Непоследен,1.0,54000,,,,,,,,,,,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Тристаен апартамент,156 кв.м,ЕПК/ПК,,Готов (завършен),3 етаж,Непоследен,1.0,258819,,,,,,,,,,1.0,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Многостаен апартамент,271 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,1.0,432102,,1.0,,,,,,,,1.0,,,,,
,"Бояна, град София, област  София, (Виж Бояна на картата)
",Двустаен апартамент,75 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,1.0,123453,,1.0,,,,,,,,,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Едностаен апартамент,54 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,50000,,,,,1.0,1.0,,,,1.0,,,,,
,"Витоша, град София, област  София, (Виж Витоша на картата)
",Двустаен апартамент,75 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,1.0,82000,,,,,1.0,,,,,1.0,,,,,
,"Бъкстон, град София, област  София, (Виж Бъкстон на картата)
",Тристаен апартамент,80 кв.м,Панел,1970 г. (годината може да е ориентировъчна),Готов (завършен),,Първи жилищен,1.0,120000,,,1.0,,,,,,1.0,,1.0,,,,
http://casanuevabg.alo.bg,"Иван Вазов, град София, област  София, (Виж Иван Вазов на картата)
",Тристаен апартамент,120 кв.м,Тухла,1968 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,290000,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,
http://imotivasilev.alo.bg,"Левски, град София, област  София, (Виж Левски на картата)
",Двустаен апартамент,62 кв.м,Тухла,2009 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,,,77000,,,,,,,,,,,,,,,
http://imotivasilev.alo.bg,"Хаджи Димитър, град София, област  София, (Виж Хаджи Димитър на картата)
",Двустаен апартамент,72 кв.м,Тухла,2018 г. (годината може да е ориентировъчна),В строеж,3 етаж,,1.0,101500,,,,,,,,,,,,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Двустаен апартамент,49 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Партер,,75000,,,,,,,,,,,,,,,
http://artis.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,103 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),В строеж,2 етаж,Непоследен,1.0,122900,,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,
,"Лозенец, град София, област  София, (Виж Лозенец на картата)
",Тристаен апартамент,85 кв.м,Тухла,,Готов (завършен),4 етаж,Непоследен,,151600,,,1.0,,,,,,,,,,,,
,"Младост 4, град София, област  София, (Виж Младост 4 на картата)
",Многостаен апартамент,104 кв.м,Панел,,Готов (завършен),1 етаж,Непоследен,1.0,130000,,,1.0,,,,1.0,,,,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Мезонет,420 кв.м,Тухла,2009 г. (годината може да е ориентировъчна),Готов (завършен),9 етаж,Последен етаж,1.0,999000,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Двустаен апартамент,127 кв.м,Тухла,2017 г. (годината може да е ориентировъчна),Готов (завършен),,Непоследен,1.0,0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,
,"Надежда 1, град София, област  София, (Виж Надежда 1 на картата)
",Едностаен апартамент,48 кв.м,Панел,1986 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,1.0,69000,,,,,,,,,,,,,,,
,"Люлин 2, град София, област  София, (Виж Люлин 2 на картата)
",Едностаен апартамент,46 кв.м,Панел,1980 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Първи жилищен,1.0,55000,,,1.0,,,,1.0,,,,,,,,
http://imotivasilev.alo.bg,"Красна Поляна, град София, област  София, (Виж Красна Поляна на картата)
",Двустаен апартамент,64 кв.м,ЕПК/ПК,1978 г. (годината може да е ориентировъчна),Готов (завършен),13 етаж,,1.0,75000,,,1.0,,,,,,,,,,,,
http://imotivasilev.alo.bg,"Свобода, град София, област  София, (Виж Свобода на картата)
",Двустаен апартамент,64 кв.м,Панел,1980 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,,1.0,65000,,,,,,,,,,,,,,,
,"Гоце Делчев, град София, област  София, (Виж Гоце Делчев на картата)
",Мезонет,153 кв.м,Тухла,2008 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,1.0,210000,,1.0,,,,,,1.0,,,,,,1.0,
http://galeriahomes.alo.bg,"Павлово, град София, област  София, (Виж Павлово на картата)
",Двустаен апартамент,53 кв.м,Панел,1985 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,1.0,70500,,1.0,,,,,,,1.0,,,,,,
http://galeriahomes.alo.bg,"Младост 1а, град София, област  София, (Виж Младост 1а на картата)
",Двустаен апартамент,60 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,,Партер,,73800,,,1.0,,,,,,1.0,,,,,,
,"Горна Баня, град София, област  София, (Виж Горна Баня на картата)
",Многостаен апартамент,142 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),В строеж,1 етаж,Първи жилищен,1.0,237502,,,,,,,1.0,,,1.0,,,,,
,"Люлин 5, град София, област  София, (Виж Люлин 5 на картата)
",Тристаен апартамент,94 кв.м,Панел,1980 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,1.0,129600,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,
,"Люлин 8, град София, област  София, (Виж Люлин 8 на картата)
",Едностаен апартамент,45 кв.м,Панел,1981 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,,59900,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София
			",Многостаен апартамент,240 кв.м,Тухла,1925 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Последен етаж,,395000,,,1.0,,,,1.0,,1.0,,,,,1.0,
,"Люлин 5, град София, област  София, (Виж Люлин 5 на картата)
",Тристаен апартамент,68 кв.м,ЕПК/ПК,1987 г. (годината може да е ориентировъчна),Готов (завършен),7 етаж,Непоследен,1.0,300,,1.0,,,,1.0,,,,,,,,1.0,
http://obb_sofia.alo.bg,"Западен Парк, град София, област  София, (Виж Западен Парк на картата)
",Двустаен апартамент,75 кв.м,ЕПК/ПК,1965 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,,1.0,90000,,,,,,1.0,,,,,,,,,
,"Гоце Делчев, град София, област  София, (Виж Гоце Делчев на картата)
",Двустаен апартамент,70 кв.м,Тухла,,Готов (завършен),3 етаж,Непоследен,1.0,138900,,1.0,1.0,,,,,,,,,,,,
,"Люлин 5, град София, област  София, (Виж Люлин 5 на картата)
",Двустаен апартамент,35 кв.м,Панел,,Готов (завършен),4 етаж,Непоследен,1.0,46000,,,,,,,,,,,,,,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Едностаен апартамент,48 кв.м,Тухла,1930 г. (годината може да е ориентировъчна),Готов (завършен),,Първи жилищен,,60000,,1.0,,,,,,,,,,,,,
,"Овча Купел 1, град София, област  София
			",Двустаен апартамент,62 кв.м,Тухла,2009 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Последен етаж,1.0,99000,,,,,,,1.0,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,150 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,1.0,195000,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,
http://dreamvision.alo.bg,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Тристаен апартамент,93 кв.м,Тухла,2024 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,126000,,,,,,,,,,,,,,,
http://dreamvision.alo.bg,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Двустаен апартамент,68 кв.м,Тухла,2024 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,99000,,,,,,,,,,,,,,,
http://dreamvision.alo.bg,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Двустаен апартамент,60 кв.м,Тухла,2024 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Партер,,75000,,,,,,,,,,,,,,,
http://dreamvision.alo.bg,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Двустаен апартамент,73 кв.м,Тухла,2024 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,105000,,,,,,,,,,,,,,,
http://dreamvision.alo.bg,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Двустаен апартамент,69 кв.м,Тухла,2024 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,,90000,,,,,,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Едностаен апартамент,24 кв.м,Панел,1980 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,,56500,,,,,,,,,,,,,,,
,"Белите Брези, град София, област  София, (Виж Белите Брези на картата)
",Тристаен апартамент,95 кв.м,ЕПК/ПК,1980 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Първи жилищен,,145000,,,,,,,,,,,,,,,
http://4view.alo.bg,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Тристаен апартамент,120 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,5 етаж,Непоследен,,147000,,,,1.0,1.0,,,,1.0,,,,,,
,"Гоце Делчев, град София, област  София, (Виж Гоце Делчев на картата)
",Тристаен апартамент,75 кв.м,Тухла,2003 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,1.0,134500,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,1.0
http://inacvetkovanedvijimiimoti.alo.bg,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Едностаен апартамент,26 кв.м,Панел,1983 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,,56000,,,1.0,,,,,,,,,,,,
http://titan_properties.alo.bg,"Лозенец, град София, област  София, (Виж Лозенец на картата)
",Двустаен апартамент,50 кв.м,Тухла,2016 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Първи жилищен,,150000,,,,,,,,,,,,,,,
,"Обеля 2, град София, област  София, (Виж Обеля 2 на картата)
",Тристаен апартамент,97 кв.м,Панел,1989 г. (годината може да е ориентировъчна),Готов (завършен),9 етаж,Последен етаж,1.0,92000,,,1.0,,,,,,,1.0,,,,,
http://arsenal-estate.alo.bg,"Зона Б18, град София, област  София, (Виж Зона Б18 на картата)
",Двустаен апартамент,72 кв.м,Тухла,2016 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,1.0,112500,1.0,1.0,,,,1.0,,,,,,,,,
http://dreamvision.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Многостаен апартамент,164 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),Готов (завършен),6 етаж,Непоследен,,321000,,,1.0,,,,,,,,,,,,
http://dreamvision.alo.bg,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Двустаен апартамент,61 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,,98415,,,,,,,,,,,,,,,
http://dreamvision.alo.bg,"Разсадника, град София, област  София, (Виж Разсадника на картата)
",Тристаен апартамент,105 кв.м,Тухла,1980 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,,125000,,,,,,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Многостаен апартамент,163 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,,277000,,,1.0,,,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Витоша, град София, област  София, (Виж Витоша на картата)
",Тристаен апартамент,86 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,1 етаж,Първи жилищен,,114700,,,,,1.0,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Тристаен апартамент,111 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,,183298,,,,,1.0,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,92 кв.м,Тухла,1958 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,,142500,,,1.0,,,,,,,,,,,,
http://dreamvision.alo.bg,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Двустаен апартамент,58 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,,75400,,,,,,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Бояна, град София, област  София, (Виж Бояна на картата)
",Многостаен апартамент,187 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,,297530,,,,,1.0,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Манастирски Ливади, град София, област  София, (Виж Манастирски Ливади на картата)
",Двустаен апартамент,74 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,,115000,,,,,1.0,,,,1.0,,,,,,
http://dreamvision.alo.bg,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,127 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,,234000,,,1.0,,,,,,,,,,,,
http://obb_sofia.alo.bg,"Надежда 2, град София, област  София, (Виж Надежда 2 на картата)
",Двустаен апартамент,50 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,,1.0,74900,,,,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Двустаен апартамент,76 кв.м,Тухла,2016 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,135000,1.0,1.0,,,,1.0,,,,,,,,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Тристаен апартамент,96 кв.м,Тухла,2023 г. (годината може да е ориентировъчна),В строеж,2 етаж,Непоследен,,115000,,,,,1.0,,,,,,,,,,
http://imotisofiads.alo.bg,"Манастирски Ливади, град София, област  София, (Виж Манастирски Ливади на картата)
",Двустаен апартамент,121 кв.м,Тухла,2010 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,1.0,200000,,,,,,1.0,,,,,,,,,
,"Изток, град София, област  София, (Виж Изток на картата)
",Двустаен апартамент,61 кв.м,Панел,1978 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,138000,,,,,,,,,,,,,,,
http://gl_propertie.alo.bg,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Едностаен апартамент,63 кв.м,Тухла,2014 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,1.0,93000,,,,,,,,,,,,,,,
http://gl_propertie.alo.bg,"Витоша, град София, област  София, (Виж Витоша на картата)
",Тристаен апартамент,120 кв.м,Тухла,2009 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,298000,,1.0,,,,,,,1.0,1.0,,,,,
http://gl_propertie.alo.bg,"Белите Брези, град София, област  София, (Виж Белите Брези на картата)
",Многостаен апартамент,200 кв.м,Тухла,2005 г. (годината може да е ориентировъчна),Готов (завършен),,Непоследен,1.0,279999,,1.0,,,,1.0,,1.0,,,,,,,
,"Манастирски Ливади, град София, област  София, (Виж Манастирски Ливади на картата)
",Двустаен апартамент,58 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,4 етаж,Непоследен,1.0,85600,,,,,1.0,,1.0,,1.0,1.0,,,,,
http://suprimmo.alo.bg,"Бояна, град София, област  София
			",Тристаен апартамент,163.7 кв.м,Тухла,,,5 етаж,,1.0,275000,,,,,1.0,,1.0,1.0,,1.0,,,,,
http://suprimmo.alo.bg,"Изгрев, град София, област  София
			",Тристаен апартамент,165 кв.м,Тухла,,,6 етаж,,1.0,330000,,1.0,1.0,,,1.0,,,,1.0,,,,,
,"Връбница 1, град София, област  София
			",Двустаен апартамент,67.01 кв.м,Тухла,,В строеж,6 етаж,,,62994,,,,,,,,,,,,,,,
,"Връбница 1, град София, област  София
			",Двустаен апартамент,58.9 кв.м,Тухла,,В строеж,5 етаж,,,55368,,,,,,,,,,,,,,,
http://imotivasilev.alo.bg,"Фондови Жилища, град София, област  София, (Виж Фондови Жилища на картата)
",Двустаен апартамент,52 кв.м,Гредоред,1950 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,,,68500,,,,,,,,,,,,,,,
,"Обеля 2, град София, област  София, (Виж Обеля 2 на картата)
",Двустаен апартамент,62 кв.м,Тухла,2022 г. (годината може да е ориентировъчна),В строеж,3 етаж,Непоследен,1.0,76260,,,1.0,1.0,,1.0,,,1.0,,,,,,
,"Младост 4, град София, област  София, (Виж Младост 4 на картата)
",Двустаен апартамент,71 кв.м,Тухла,,В строеж,1 етаж,Непоследен,1.0,121900,,,,,1.0,,,,,,,,,,
,"Младост 4, град София, област  София, (Виж Младост 4 на картата)
",Тристаен апартамент,107 кв.м,Тухла,,В строеж,1 етаж,Непоследен,1.0,163700,,,,,1.0,,,,,,,,,,
,"Младост 4, град София, област  София, (Виж Младост 4 на картата)
",Многостаен апартамент,165 кв.м,Тухла,,В строеж,1 етаж,Непоследен,1.0,254100,,,,,1.0,,,,,,,,,,
,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Тристаен апартамент,103 кв.м,Тухла,,В строеж,2 етаж,Непоследен,1.0,151599,,,,,1.0,,,,,,,,,,
,"Павлово, град София, област  София, (Виж Павлово на картата)
",Многостаен апартамент,133 кв.м,Тухла,,Готов (завършен),1 етаж,Партер,1.0,126500,,1.0,,,,,,,,1.0,,,,,
http://imotisofiads.alo.bg,"Овча Купел 1, град София, област  София, (Виж Овча Купел 1 на картата)
",Тристаен апартамент,89 кв.м,Панел,1990 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,,1.0,130000,,,1.0,,,,,,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,95 кв.м,Тухла,1950 г. (годината може да е ориентировъчна),Готов (завършен),5 етаж,Непоследен,1.0,175000,,,1.0,,,,,,,,,,,,
,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Двустаен апартамент,65 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,2 етаж,Непоследен,1.0,75000,,,,,,,,,,,,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Двустаен апартамент,50 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,2 етаж,Непоследен,1.0,72000,,,,,,,,,,1.0,,,,,
,"Дървеница, град София, област  София, (Виж Дървеница на картата)
",Двустаен апартамент,70 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),В строеж,5 етаж,Непоследен,1.0,75000,,,,,,,1.0,,,,,,,,
,"Витоша, град София, област  София, (Виж Витоша на картата)
",Тристаен апартамент,87 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Последен етаж,1.0,95000,,,,1.0,1.0,,,,,,,,,,
,"Витоша, град София, област  София, (Виж Витоша на картата)
",Тристаен апартамент,87 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Партер,1.0,87000,,,,,1.0,,,,,,,,,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Двустаен апартамент,64 кв.м,Тухла,2019 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,1.0,90000,,1.0,,1.0,,,,,1.0,,1.0,,,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Двустаен апартамент,70 кв.м,Тухла,2020 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,1.0,86999,1.0,,,,,,,,1.0,,,,,,
,"Овча Купел, град София, област  София, (Виж Овча Купел на картата)
",Многостаен апартамент,151 кв.м,Тухла,1995 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,189000,,,,,1.0,,,,1.0,,,,1.0,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Едностаен апартамент,61 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Партер,1.0,45000,,,,,1.0,,,1.0,,,,,,,
,"Малинова Долина, град София, област  София, (Виж Малинова Долина на картата)
",Едностаен апартамент,48 кв.м,Тухла,2021 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,1.0,48000,,,,,1.0,,1.0,1.0,,,,,,,
,"Център, град София, област  София, (Виж Център на картата)
",Тристаен апартамент,82 кв.м,Тухла,1956 г. (годината може да е ориентировъчна),Готов (завършен),4 етаж,Непоследен,,129800,,,1.0,,,,,,,,,,,,
,"Витоша, град София, област  София, (Виж Витоша на картата)
",Тристаен апартамент,86 кв.м,Тухла,2010 г. (годината може да е ориентировъчна),Готов (завършен),2 етаж,Непоследен,1.0,138000,,,,,1.0,,,,,1.0,,,,,
,"Студентски Град, град София, област  София, (Виж Студентски Град на картата)
",Едностаен апартамент,34 кв.м,Тухла,2017 г. (годината може да е ориентировъчна),Готов (завършен),1 етаж,Първи жилищен,1.0,51500,,1.0,,1.0,,,,,1.0,,,,,,
,"Кръстова Вада, град София, област  София, (Виж Кръстова Вада на картата)
",Двустаен апартамент,82 кв.м,Тухла,2012 г. (годината може да е ориентировъчна),Готов (завършен),3 етаж,Непоследен,1.0,117000,,,,,,,,,,,,,,,
